,PlayerName,Tournament,TeamAbbrev,Teamname
1546,Glenn Poole,AUDL 2017,PHI,Philadelphia Phoenix
1547,Glenn Poole,AUDL 2015,DC,DC Breeze
1548,Glenn Poole,AUDL 2013,DC,DC Breeze
1549,Gord Harrison,AUDL 2018,TOR,Toronto Rush
1550,Gord Harrison,AUDL 2017,TOR,Toronto Rush
1551,Gord Harrison,AUDL 2016,TOR,Toronto Rush
1552,Gord Harrison,AUDL 2015,TOR,Toronto Rush
1553,Gord Harrison,AUDL 2014,TOR,Toronto Rush
1554,Gord Harrison,AUDL 2013,TOR,Toronto Rush
1555,Graham Grayshaw,AUDL 2016,MIN,Minnesota Wind Chill
1556,Graham Landon,AUDL 2014,VAN,Vancouver Riptide
1557,Graham Whittington,AUDL 2015,CHA,Charlotte Express
1558,Grant Boyd,AUDL 2016,LA,Los Angeles Aviators
1559,Grant Boyd,AUDL 2015,LA,Los Angeles Aviators
1560,Grant Franke,AUDL 2015,PHI,Philadelphia Phoenix
1561,Grant Lindsley,AUDL 2017,SF,San Francisco FlameThrowers
1562,Grant Lindsley,AUDL 2013,MIN,Minnesota Wind Chill
1563,Grant Maynard,AUDL 2016,DET,Detroit Mechanix
1564,Grant Waldron,AUDL 2017,NSH,Nashville NightWatch
1565,Grant Zukowski,AUDL 2018,CHI,Chicago Wildfire
1566,Grant Zukowski,AUDL 2015,SEA,Seattle Cascades
1567,Grant Zukowski,AUDL 2014,SEA,Seattle Raptors
1568,Grant Zukowski,AUDL 2013,CHI,Chicago Wildfire
1569,Grayson Pangburn,AUDL 2018,MIN,Minnesota Wind Chill
1570,Grayson Pangburn,AUDL 2017,MIN,Minnesota Wind Chill
1571,Greg Cohen,AUDL 2018,SF,San Francisco FlameThrowers
1572,Greg Cohen,AUDL 2017,SF,San Francisco FlameThrowers
1573,Greg Cohen,AUDL 2016,SF,San Francisco FlameThrowers
1574,Greg Cohen,AUDL 2015,SJ,San Jose Spiders
1575,Greg Cohen,AUDL 2014,SJ,San Jose Spiders
1576,Greg Cousins,AUDL 2018,MIN,Minnesota Wind Chill
1577,Greg Cousins,AUDL 2017,MIN,Minnesota Wind Chill
1578,Greg Cousins,AUDL 2016,MIN,Minnesota Wind Chill
1579,Greg Ellis,AUDL 2018,OTT,Ottawa Outlaws
1580,Greg Ellis,AUDL 2017,TOR,Toronto Rush
1581,Greg Ellis,AUDL 2016,TOR,Toronto Rush
1582,Greg Esser,AUDL 2013,DC,DC Breeze
1583,Greg Garbern,AUDL 2014,SEA,Seattle Raptors
1584,Greg Husak,AUDL 2016,LA,Los Angeles Aviators
1585,Greg Husak,AUDL 2015,LA,Los Angeles Aviators
1586,Greg Marliave,AUDL 2016,SF,San Francisco FlameThrowers
1587,Greg Marliave,AUDL 2015,SF,San Francisco FlameThrowers
1588,Greg Marliave,AUDL 2014,SF,San Francisco FlameThrowers
1589,Greg Martin,AUDL 2018,PHI,Philadelphia Phoenix
1590,Greg Martin,AUDL 2017,PHI,Philadelphia Phoenix
1591,Greg Moore,AUDL 2017,VAN,Vancouver Riptide
1592,Greg Moore,AUDL 2015,MTL,Montreal Royal
1593,Greg Owens,AUDL 2012,PHS,Philadelphia Spinners
1594,Greg Slover,AUDL 2014,CHI,Chicago Wildfire
1595,Greg Slover,AUDL 2013,CHI,Chicago Wildfire
1596,Greg Somerville,AUDL 2013,NY,New York Empire
1597,Greg Strouse,AUDL 2018,PHI,Philadelphia Phoenix
1598,Greg Strouse,AUDL 2016,PHI,Philadelphia Phoenix
1599,Greg Wakeman,AUDL 2014,ROC,Rochester Dragons
1600,Greg Wakeman,AUDL 2013,ROC,Rochester Dragons
1601,Greg Wakeman,AUDL 2012,ROC,Rochester Dragons
1602,Gregory Arenson,AUDL 2015,MIN,Minnesota Wind Chill
1603,Griffin Binkley,AUDL 2017,DET,Detroit Mechanix
1604,Griffin Miller,AUDL 2018,DAL,Dallas Roughnecks
1605,Gus Misleh,AUDL 2016,CIN,Cincinnati Revolution
1606,Gus Misleh,AUDL 2015,CIN,Cincinnati Revolution
1607,Gus Misleh,AUDL 2012,COL,Columbus Cranes
1608,Gustavo Castano,AUDL 2015,MTL,Montreal Royal
1609,Gustavo Castano,AUDL 2014,MTL,Montreal Royal
1610,Gyorgy Aponte,AUDL 2014,VAN,Vancouver Riptide
1611,Hai Trang,AUDL 2018,SEA,Seattle Cascades
1612,Hamilton Wasnick,AUDL 2018,TB,Tampa Bay Cannons
1613,Hans Rasmussen,AUDL 2015,IND,Indianapolis AlleyCats
1614,Hans Rasmussen,AUDL 2013,IND,Indianapolis AlleyCats
1615,Hans Rasmussen,AUDL 2012,IND,Indianapolis AlleyCats
1616,Harper Garvey,AUDL 2018,NY,New York Empire
1617,Harper Garvey,AUDL 2017,NY,New York Empire
1618,Harrison Schwarzer,AUDL 2016,OTT,Ottawa Outlaws
1619,Harrison Schwarzer,AUDL 2013,ROC,Rochester Dragons
1620,Harrison Treegoob,AUDL 2012,PHS,Philadelphia Spinners
1621,Hayden Wachob,AUDL 2018,TB,Tampa Bay Cannons
1622,Heath Kalaba,AUDL 2018,IND,Indianapolis AlleyCats
1623,Heath Kalaba,AUDL 2017,IND,Indianapolis AlleyCats
1624,Heath Kalaba,AUDL 2016,IND,Indianapolis AlleyCats
1625,Henry Furuta,AUDL 2018,DAL,Dallas Roughnecks
1626,Henry Konker,AUDL 2015,SF,San Francisco FlameThrowers
1627,Henry Phan,AUDL 2017,SEA,Seattle Cascades
1628,Henry Schneider,AUDL 2018,SEA,Seattle Cascades
1629,Himalaya Mehta,AUDL 2018,PHI,Philadelphia Phoenix
1630,Houston Parks,AUDL 2018,DC,DC Breeze
1631,Hudson Cogswell,AUDL 2018,TB,Tampa Bay Cannons
1632,Hugh Knapp,AUDL 2018,TOR,Toronto Rush
1633,Hunter Corbett,AUDL 2018,SF,San Francisco FlameThrowers
1634,Hunter Corbett,AUDL 2017,SD,San Diego Growlers
1635,Hunter Corbett,AUDL 2016,LA,Los Angeles Aviators
1636,Hunter Corbett,AUDL 2015,LA,Los Angeles Aviators
1637,Hunter Cutts,AUDL 2018,ATL,Atlanta Hustle
1638,Hunter Taylor,AUDL 2018,RAL,Raleigh Flyers
1639,Hunter Taylor,AUDL 2017,RAL,Raleigh Flyers
1640,Hunter Taylor,AUDL 2016,RAL,Raleigh Flyers
1641,Hunter Taylor,AUDL 2015,RAL,Raleigh Flyers
1642,Husayn Carnegie,AUDL 2016,LA,Los Angeles Aviators
1643,Husayn Carnegie,AUDL 2016,SEA,Seattle Cascades
1644,Husayn Carnegie,AUDL 2015,LA,Los Angeles Aviators
1645,Husayn Carnegie,AUDL 2013,NY,New York Empire
1646,Husayn Carnegie,AUDL 2012,CON,Connecticut Consitution
1647,Hye-Nam Gehring,AUDL 2013,NJ,New Jersey Hammerheads
1648,Iain Mackenzie,AUDL 2018,TOR,Toronto Rush
1649,Iain Mackenzie,AUDL 2017,TOR,Toronto Rush
1650,Iain Mackenzie,AUDL 2016,TOR,Toronto Rush
1651,Iain Mackenzie,AUDL 2015,TOR,Toronto Rush
1652,Ian Andre-Knudsen,AUDL 2015,MIN,Minnesota Wind Chill
1653,Ian Barry,AUDL 2015,CHA,Charlotte Express
1654,Ian Chiles,AUDL 2015,LA,Los Angeles Aviators
1655,Ian Collins,AUDL 2016,CIN,Cincinnati Revolution
1656,Ian Collins,AUDL 2012,IND,Indianapolis AlleyCats
1657,Ian Dipace,AUDL 2014,ROC,Rochester Dragons
1658,Ian Dipace,AUDL 2013,ROC,Rochester Dragons
1659,Ian Guerin,AUDL 2017,NY,New York Empire
1660,Ian Guerin,AUDL 2016,NY,New York Empire
1661,Ian Guerin,AUDL 2015,NY,New York Empire
1662,Ian McClellan,AUDL 2012,PHS,Philadelphia Spinners
1663,Ian Meyer,AUDL 2017,SJ,San Jose Spiders
1664,Ian Sweeney,AUDL 2017,SJ,San Jose Spiders
1665,Ignacio Yz,AUDL 2015,NY,New York Empire
1666,Igor Smola,AUDL 2018,PHI,Philadelphia Phoenix
1667,Isaac Davis,AUDL 2014,SEA,Seattle Raptors
1668,Isaac Jeffries,AUDL 2016,CIN,Cincinnati Revolution
1669,Isaac Jeffries,AUDL 2015,CIN,Cincinnati Revolution
1670,Isaac Jeffries,AUDL 2013,CIN,Cincinnati Revolution
1671,Isaac Jeffries,AUDL 2012,IND,Indianapolis AlleyCats
1672,Isaac Julien,AUDL 2013,DC,DC Breeze
1673,Isaac Leonard,AUDL 2018,MIN,Minnesota Wind Chill
1674,Isaac Saul,AUDL 2016,PIT,Pittsburgh Thunderbirds
1675,Isaac Saul,AUDL 2015,PIT,Pittsburgh Thunderbirds
1676,Isaac Saul,AUDL 2014,NY,New York Empire
1677,Isaac Smith,AUDL 2017,PIT,Pittsburgh Thunderbirds
1678,Isaac Smith,AUDL 2016,PIT,Pittsburgh Thunderbirds
1679,Isaiah Bryant,AUDL 2017,NY,New York Empire
1680,Isaiah Bryant,AUDL 2015,NY,New York Empire
1681,Isaiah Bryant,AUDL 2014,NY,New York Empire
1682,Isaiah Bryant,AUDL 2013,NY,New York Empire
1683,Isaiah Bryant,AUDL 2012,CON,Connecticut Consitution
1684,Isaiah Masek-Kelly,AUDL 2018,TOR,Toronto Rush
1685,Isaiah Masek-Kelly,AUDL 2017,TOR,Toronto Rush
1686,Isaiah Masek-Kelly,AUDL 2016,TOR,Toronto Rush
1687,Isaiah Masek-Kelly,AUDL 2015,TOR,Toronto Rush
1688,Isaiah Masek-Kelly,AUDL 2014,TOR,Toronto Rush
1689,Isaiah Masek-Kelly,AUDL 2013,TOR,Toronto Rush
1690,J Bender,AUDL 2016,RAL,Raleigh Flyers
1691,J Patell,AUDL 2016,RAL,Raleigh Flyers
1692,Jack Barrow,AUDL 2018,TB,Tampa Bay Cannons
1693,Jack Hamner,AUDL 2018,SF,San Francisco FlameThrowers
1694,Jack Hefferon,AUDL 2018,PIT,Pittsburgh Thunderbirds
1695,Jack Hefferon,AUDL 2017,PIT,Pittsburgh Thunderbirds
1696,Jack Kelly,AUDL 2018,MAD,Madison Radicals
1697,Jack Kelly,AUDL 2017,MAD,Madison Radicals
1698,Jack Krieger,AUDL 2015,ATL,Atlanta Hustle
1699,Jack Lokowich,AUDL 2017,MIN,Minnesota Wind Chill
1700,Jack Marsh,AUDL 2016,LA,Los Angeles Aviators
1701,Jack Marsh,AUDL 2015,NY,New York Empire
1702,Jack Marsh,AUDL 2013,NY,New York Empire
1703,Jack Shey,AUDL 2018,CHI,Chicago Wildfire
1704,Jack Shey,AUDL 2017,CHI,Chicago Wildfire
1705,Jack Shey,AUDL 2016,CHI,Chicago Wildfire
1706,Jack Shey,AUDL 2015,CHI,Chicago Wildfire
1707,Jack Slevin,AUDL 2017,PIT,Pittsburgh Thunderbirds
1708,Jack Slevin,AUDL 2015,PIT,Pittsburgh Thunderbirds
1709,Jack Williams,AUDL 2018,RAL,Raleigh Flyers
1710,Jack Williams,AUDL 2017,RAL,Raleigh Flyers
1711,Jack Williams,AUDL 2016,RAL,Raleigh Flyers
1712,Jack Williams,AUDL 2015,RAL,Raleigh Flyers
1713,Jack Wooldridge,AUDL 2018,DAL,Dallas Roughnecks
1714,Jack Wooldridge,AUDL 2017,DAL,Dallas Roughnecks
1715,Jackelyne Nguyen,AUDL 2018,SF,San Francisco FlameThrowers
1716,Jackson Stearns,AUDL 2018,SJ,San Jose Spiders
1717,Jackson Stearns,AUDL 2017,SJ,San Jose Spiders
1718,Jackson Stearns,AUDL 2016,SJ,San Jose Spiders
1719,Jacky Hau,AUDL 2018,TOR,Toronto Rush
1720,Jacky Hau,AUDL 2017,TOR,Toronto Rush
1721,Jacky Hau,AUDL 2016,TOR,Toronto Rush
1722,Jacky Hau,AUDL 2015,TOR,Toronto Rush
1723,Jacky Hau,AUDL 2014,TOR,Toronto Rush
1724,Jacob Bartholomew,AUDL 2018,LA,Los Angeles Aviators
1725,Jacob Bartholomew,AUDL 2017,LA,Los Angeles Aviators
1726,Jacob Clary,AUDL 2018,TB,Tampa Bay Cannons
1727,Jacob Fairfax,AUDL 2018,RAL,Raleigh Flyers
1728,Jacob Fairfax,AUDL 2017,RAL,Raleigh Flyers
1729,Jacob Fairfax,AUDL 2016,CHA,Charlotte Express
1730,Jacob Fella,AUDL 2018,IND,Indianapolis AlleyCats
1731,Jacob Fella,AUDL 2017,IND,Indianapolis AlleyCats
1732,Jacob Fella,AUDL 2016,IND,Indianapolis AlleyCats
1733,Jacob Flowers,AUDL 2018,NSH,Nashville NightWatch
1734,Jacob Greenberg,AUDL 2018,SF,San Francisco FlameThrowers
1735,Jacob Lane,AUDL 2018,TB,Tampa Bay Cannons
1736,Jacob Larsen,AUDL 2018,TB,Tampa Bay Cannons
1737,Jacob Lien,AUDL 2017,MIN,Minnesota Wind Chill
1738,Jacob Lien,AUDL 2016,MIN,Minnesota Wind Chill
1739,Jacob Lien,AUDL 2015,MIN,Minnesota Wind Chill
1740,Jacob Mouw,AUDL 2018,RAL,Raleigh Flyers
1741,Jacob Mouw,AUDL 2017,RAL,Raleigh Flyers
1742,Jacob Mouw,AUDL 2016,RAL,Raleigh Flyers
1743,Jacob Price,AUDL 2018,NY,New York Empire
1744,Jacob Price,AUDL 2017,NY,New York Empire
1745,Jacob Price,AUDL 2013,NJ,New Jersey Hammerheads
1746,Jacob Saunders,AUDL 2018,MTL,Montreal Royal
1747,Jacob Saunders,AUDL 2017,MTL,Montreal Royal
1748,Jacob Serano,AUDL 2017,SJ,San Jose Spiders
1749,Jacob Smith,AUDL 2016,PIT,Pittsburgh Thunderbirds
1750,Jacob Spiro,AUDL 2018,MAD,Madison Radicals
1751,Jacob Spiro,AUDL 2017,MAD,Madison Radicals
1752,Jacob Spiro,AUDL 2015,MAD,Madison Radicals
1753,Jacob Spiro,AUDL 2013,MAD,Madison Radicals
1754,Jacques Perivier,AUDL 2018,ATL,Atlanta Hustle
1755,Jacques Perivier,AUDL 2017,ATL,Atlanta Hustle
1756,Jadon Scullion,AUDL 2017,MAD,Madison Radicals
1757,Jadon Scullion,AUDL 2016,MAD,Madison Radicals
1758,Jadon Scullion,AUDL 2015,MAD,Madison Radicals
1759,Jadon Scullion,AUDL 2014,MAD,Madison Radicals
1760,Jadon Scullion,AUDL 2013,MAD,Madison Radicals
1761,Jaime Benites,AUDL 2016,TB,Jacksonville Cannons
1762,Jaime Perez,AUDL 2018,ATL,Atlanta Hustle
1763,Jaime Perez,AUDL 2017,ATL,Atlanta Hustle
1764,Jaime Perez,AUDL 2016,NY,New York Empire
1765,Jaime Perez,AUDL 2014,NY,New York Empire
1766,Jake Anderson,AUDL 2017,DAL,Dallas Roughnecks
1767,Jake Anderson,AUDL 2016,DAL,Dallas Roughnecks
1768,Jake Berzoff-Cohen,AUDL 2013,DC,DC Breeze
1769,Jake Coleman,AUDL 2016,RAL,Raleigh Flyers
1770,Jake Coleman,AUDL 2015,RAL,Raleigh Flyers
1771,Jake Coleman,AUDL 2014,SF,San Francisco FlameThrowers
1772,Jake Cormier,AUDL 2012,RIR,Rhone Island Rampage
1773,Jake Gutkowski,AUDL 2018,SD,San Diego Growlers
1774,Jake Herman,AUDL 2012,PHS,Philadelphia Spinners
1775,Jake McGoogan,AUDL 2015,RAL,Raleigh Flyers
1776,Jake McKean,AUDL 2013,MIN,Minnesota Wind Chill
1777,Jake Pruitt,AUDL 2018,DET,Detroit Mechanix
1778,Jake Rainwater,AUDL 2012,PHS,Philadelphia Spinners
1779,Jake Reinhardt,AUDL 2017,AUS,Austin Sol
1780,Jake Rovner,AUDL 2017,PIT,Pittsburgh Thunderbirds
1781,Jake Steslicki,AUDL 2017,DET,Detroit Mechanix
1782,Jake Tozer,AUDL 2018,SJ,San Jose Spiders
1783,Jake Tozer,AUDL 2017,SJ,San Jose Spiders
1784,Jake Wright,AUDL 2018,NSH,Nashville NightWatch
1785,Jake Wright,AUDL 2017,NSH,Nashville NightWatch
1786,Jake Wright,AUDL 2016,NSH,Nashville NightWatch
1787,Jake Wright,AUDL 2015,NSH,Nashville NightWatch
1788,Jakeem Polk,AUDL 2018,RAL,Raleigh Flyers
1789,Jakeem Polk,AUDL 2017,TB,Jacksonville Cannons
1790,Jakeem Polk,AUDL 2016,CHA,Charlotte Express
1791,James Dahl,AUDL 2016,TB,Jacksonville Cannons
1792,James Greeno,AUDL 2015,PIT,Pittsburgh Thunderbirds
1793,James Highsmith,AUDL 2016,PIT,Pittsburgh Thunderbirds
1794,James Highsmith,AUDL 2013,DET,Detroit Mechanix
1795,James Highsmith,AUDL 2012,DET,Detroit Mechanix
1796,James Hron,AUDL 2014,MIN,Minnesota Wind Chill
1797,James Hron,AUDL 2013,MIN,Minnesota Wind Chill
1798,James Kittlesen,AUDL 2018,MIN,Minnesota Wind Chill
1799,James Kittlesen,AUDL 2017,MIN,Minnesota Wind Chill
1800,James Kittlesen,AUDL 2016,MIN,Minnesota Wind Chill
1801,James Kittlesen,AUDL 2015,MIN,Minnesota Wind Chill
1802,James Koerner,AUDL 2017,TB,Jacksonville Cannons
1803,James O,AUDL 2014,SEA,Seattle Raptors
1804,James Pollard,AUDL 2018,PHI,Philadelphia Phoenix
1805,James Pollard,AUDL 2016,SJ,San Jose Spiders
1806,James Roush,AUDL 2015,CHI,Chicago Wildfire
1807,James Roush,AUDL 2014,CHI,Chicago Wildfire
1808,James Roush,AUDL 2013,CHI,Chicago Wildfire
1809,James Sykora,AUDL 2018,CHI,Chicago Wildfire
1810,James Sykora,AUDL 2017,CHI,Chicago Wildfire
1811,James Sykora,AUDL 2016,CHI,Chicago Wildfire
1812,James Yeager,AUDL 2018,SJ,San Jose Spiders
1813,James Yeager,AUDL 2017,SJ,San Jose Spiders
1814,Jared Brody,AUDL 2015,TB,Jacksonville Cannons
1815,Jared Payne,AUDL 2014,IND,Indianapolis AlleyCats
1816,Jared Payne,AUDL 2013,IND,Indianapolis AlleyCats
1817,Jared Payne,AUDL 2012,COL,Columbus Cranes
1818,Jared Saltsman,AUDL 2015,DET,Detroit Mechanix
1819,Jared Seyler,AUDL 2015,PHI,Philadelphia Phoenix
1820,Jaret Meron,AUDL 2018,TOR,Toronto Rush
1821,Jaret Meron,AUDL 2017,TOR,Toronto Rush
1822,Jaret Meron,AUDL 2016,TOR,Toronto Rush
1823,Jaret Meron,AUDL 2015,TOR,Toronto Rush
1824,Jaret Meron,AUDL 2014,TOR,Toronto Rush
1825,Jarnail Bajwa,AUDL 2015,DC,DC Breeze
1826,Jarnail Bajwa,AUDL 2014,DC,DC Breeze
1827,Jarrett Bowen,AUDL 2016,RAL,Raleigh Flyers
1828,Jarrett Bowen,AUDL 2015,RAL,Raleigh Flyers
