,Dallas Roughnecks,,Kurt,Gibson,Kurt Gibson,Kurt
5/21/17,Chicago Wildfire,Detroit Mechanix,Von,Alanguilan,Von Alanguilan,Von
5/21/17,Chicago Wildfire,Detroit Mechanix,Alex,Champe,Alex Champe,Champe
5/21/17,Chicago Wildfire,Detroit Mechanix,Pawel,Janas,Pawel Janas,Janas
5/21/17,Chicago Wildfire,Detroit Mechanix,Eric,Johnson,Eric Johnson,Johnson
5/21/17,Chicago Wildfire,Detroit Mechanix,Karl,Kingma,Karl Kingma,Kingma
5/21/17,Chicago Wildfire,Detroit Mechanix,Bill,Kluender,Bill Kluender,Kluender
5/21/17,Chicago Wildfire,Detroit Mechanix,Trent,Kuhl,Trent Kuhl,Kuhl
5/21/17,Chicago Wildfire,Detroit Mechanix,Judah,Newman,Judah Newman,Newman
5/21/17,Chicago Wildfire,Detroit Mechanix,CJ,O'Brien,CJ O'Brien,O'Brien
5/21/17,Chicago Wildfire,Detroit Mechanix,Michael,Pardo,Michael Pardo,Pardo
5/21/17,Chicago Wildfire,Detroit Mechanix,Brian,Rathunde,Brian Rathunde,Rathunde
5/21/17,Chicago Wildfire,Detroit Mechanix,Jimmy,Robin,Jimmy Robin,Robin
5/21/17,Chicago Wildfire,Detroit Mechanix,Alex,Rummelhart,Alex Rummelhart,Rummel
5/21/17,Chicago Wildfire,Detroit Mechanix,James,Sykora,James Sykora,Sykora
5/21/17,Chicago Wildfire,Detroit Mechanix,Max,Trotter,Max Trotter,Trotter
5/21/17,Chicago Wildfire,Detroit Mechanix,Dan,Vockeroth,Dan Vockeroth,Vock
5/21/17,Chicago Wildfire,Detroit Mechanix,Jeff,Weis,Jeff Weis,Weis
5/21/17,Chicago Wildfire,Detroit Mechanix,Dave,Woods,Dave Woods,Woods
5/21/17,Chicago Wildfire,Detroit Mechanix,Nick,Zeman,Nick Zeman,Zeman
5/21/17,Dallas Roughnecks,Atlanta Hustle,Reid,Bacon,Reid Bacon,Reid Bacon
5/21/17,Dallas Roughnecks,Atlanta Hustle,Matt,Bennett,Matt Bennett,Matt Bennett
5/21/17,Dallas Roughnecks,Atlanta Hustle,Kevin,Christian,Kevin Christian,Kevin Christian
5/21/17,Dallas Roughnecks,Atlanta Hustle,Joel,Clutton,Joel Clutton,Joel Clutton
5/21/17,Dallas Roughnecks,Atlanta Hustle,Abe,Coffin,Abe Coffin,Abe Coffin
5/21/17,Dallas Roughnecks,Atlanta Hustle,Jay,Froude,Jay Froude,Jay Froude
5/21/17,Dallas Roughnecks,Atlanta Hustle,Casey,Hogg,Casey Hogg,Casey Hogg
5/21/17,Dallas Roughnecks,Atlanta Hustle,Jason,Holleran,Jason Holleran,Jason Holleran
5/21/17,Dallas Roughnecks,Atlanta Hustle,Matt,Hudspith,Matt Hudspith,Matt Hudspith
5/21/17,Dallas Roughnecks,Atlanta Hustle,Matt,Jackson,Matt Jackson,Matt Jackson
5/21/17,Dallas Roughnecks,Atlanta Hustle,Chris,Larberg,Chris Larberg,Chris Larberg
5/21/17,Dallas Roughnecks,Atlanta Hustle,Ashton,Lewis,Ashton Lewis,Ashton Lewis
5/21/17,Dallas Roughnecks,Atlanta Hustle,Ben,Lewis,Ben Lewis,Lewis
5/21/17,Dallas Roughnecks,Atlanta Hustle,Brandon,Malecek,Brandon Malecek,Brandon Malecek
5/21/17,Dallas Roughnecks,Atlanta Hustle,Kai,Marshall,Kai Marshall,Kai Marshall
5/21/17,Dallas Roughnecks,Atlanta Hustle,Chris,Mazur,Chris Mazur,Chris Mazur
5/21/17,Dallas Roughnecks,Atlanta Hustle,Jimmy,Mickle,Jimmy Mickle,Jimmy Mickle
5/21/17,Dallas Roughnecks,Atlanta Hustle,Zach,Riggins,Zach Riggins,Zach Riggins
5/21/17,Dallas Roughnecks,Atlanta Hustle,Thomas,Slack,Thomas Slack,Thomas Slack
5/21/17,Dallas Roughnecks,Atlanta Hustle,Dalton,Smith,Dalton Smith,Dalton Smith
5/21/17,Detroit Mechanix,Chicago Wildfire,Griffin,Binkley,Griffin Binkley,Griffin Binkley
5/21/17,Detroit Mechanix,Chicago Wildfire,Anthony,Davis,Anthony Davis,Anthony Davis
5/21/17,Detroit Mechanix,Chicago Wildfire,Aaron,del Real,Aaron del Real,Aaron Del Real
5/21/17,Detroit Mechanix,Chicago Wildfire,Cory,Green,Cory Green,Cory Green
5/21/17,Detroit Mechanix,Chicago Wildfire,Danny,Hunt,Danny Hunt,Danny Hunt
5/21/17,Detroit Mechanix,Chicago Wildfire,Jeremy,Kanter,Jeremy Kanter,Jeremy Kanter
5/21/17,Detroit Mechanix,Chicago Wildfire,Xavier,Klena,Xavier Klena,Xavier Klena
5/21/17,Detroit Mechanix,Chicago Wildfire,Erik,Lindberg,Erik Lindberg,Erik Lindberg
5/21/17,Detroit Mechanix,Chicago Wildfire,Josh,Lyder,Josh Lyder,Josh Lyder
5/21/17,Detroit Mechanix,Chicago Wildfire,Billy,Mainwaring,Billy Mainwaring,Billy Mainwaring
5/21/17,Detroit Mechanix,Chicago Wildfire,Adnan,Raslan,Adnan Raslan,Adnan Raslan
5/21/17,Detroit Mechanix,Chicago Wildfire,Charles,Robertson,Charles Robertson,Charles Robertson
5/21/17,Detroit Mechanix,Chicago Wildfire,Daniel,Sluka,Daniel Sluka,Daniel Sluka
5/21/17,Detroit Mechanix,Chicago Wildfire,Kevin,Soneson,Kevin Soneson,Kevin Soneson
5/21/17,Detroit Mechanix,Chicago Wildfire,Andrew,Tang,Andrew Tang,Andrew Tang
5/21/17,Detroit Mechanix,Chicago Wildfire,Mark,Whitton,Mark Whitton,Mark Whitton
5/21/17,Detroit Mechanix,Chicago Wildfire,Ryan,Yergin,Ryan Yergin,Ryan Yergin
5/21/17,Detroit Mechanix,Chicago Wildfire,Dan,Young,Dan Young,Dan Young
5/21/17,Montreal Royal,New York Empire,Andr_,Arsenault,Andr_ Arsenault,Andr_ Arsenault
5/21/17,Montreal Royal,New York Empire,Malik,Auger-Semmar,Malik Auger-Semmar,Auger M
5/21/17,Montreal Royal,New York Empire,Quentin,Bonnaud,Quentin Bonnaud,Quentin Bonnaud
5/21/17,Montreal Royal,New York Empire,Steve,Bonneau,Steve Bonneau,Steve Bonneau
5/21/17,Montreal Royal,New York Empire,F_lix-Antoine,Daigle,F_lix-Antoine Daigle,F_lix-Antoine Daigle
5/21/17,Montreal Royal,New York Empire,Nathan,Dandurand,Nathan Dandurand,Nathan Dandurand
5/21/17,Montreal Royal,New York Empire,David,Ferraro,David Ferraro,David Ferraro
5/21/17,Montreal Royal,New York Empire,Antoine,Genest,Antoine Genest,Antoine Genest
5/21/17,Montreal Royal,New York Empire,Kevin,Groulx,Kevin Groulx,Kevin Groulx
5/21/17,Montreal Royal,New York Empire,Ben,Katz,Ben Katz,Ben Katz
5/21/17,Montreal Royal,New York Empire,Mauricio,Martinez,Mauricio Martinez,Mauricio Martinez
5/21/17,Montreal Royal,New York Empire,Nasser,Mbae Vogel,Nasser Mbae Vogel,Nasser Mbae Vogel
5/21/17,Montreal Royal,New York Empire,Gabriel,Monfette,Gabriel Monfette,Gabriel Monfette
5/21/17,Montreal Royal,New York Empire,Kevin,Quinlan,Kevin Quinlan,Kevin Quinlan
5/21/17,Montreal Royal,New York Empire,Maxwell,Rick,Maxwell Rick,Maxwell Rick
5/21/17,Montreal Royal,New York Empire,Jean-Philippe,Riopel,Jean-Philippe Riopel,Riopel J
5/21/17,Montreal Royal,New York Empire,Jacob,Saunders,Jacob Saunders,Jacob Saunders
5/21/17,Montreal Royal,New York Empire,Christophe,Tremblay-Joncas,Christophe Tremblay-Joncas,TrJoncas
5/21/17,Montreal Royal,New York Empire,Francis,Vall_e,Francis Vall_e,Francis Vallee
5/21/17,Montreal Royal,New York Empire,Mike,Voelpel,Mike Voelpel,Voelpel
5/21/17,New York Empire,Montreal Royal,Josh,Alorro,Josh Alorro,Alorro J
5/21/17,New York Empire,Montreal Royal,Matt,Auletta,Matt Auletta,Aulett M
5/21/17,New York Empire,Montreal Royal,Jeff,Babbitt,Jeff Babbitt,Babbit J
5/21/17,New York Empire,Montreal Royal,Taylor,Brooks,Taylor Brooks,Brooks T
5/21/17,New York Empire,Montreal Royal,Isaiah,Bryant,Isaiah Bryant,Bryant I
5/21/17,New York Empire,Montreal Royal,Clark,Cofer,Clark Cofer,Cofer C
5/21/17,New York Empire,Montreal Royal,Mike,Drost,Mike Drost,Drost M
5/21/17,New York Empire,Montreal Royal,Ryan,Drost,Ryan Drost,Drost R
5/21/17,New York Empire,Montreal Royal,Harper,Garvey,Harper Garvey,Garvey H
5/21/17,New York Empire,Montreal Royal,Ian,Guerin,Ian Guerin,Guerin I
5/21/17,New York Empire,Montreal Royal,Tyler,Haskell,Tyler Haskell,Haskel T
5/21/17,New York Empire,Montreal Royal,Ryan,Holmes,Ryan Holmes,Holmes R
5/21/17,New York Empire,Montreal Royal,Ben,Ivers,Ben Ivers,Ivers B
5/21/17,New York Empire,Montreal Royal,Peter,Kalmakis,Peter Kalmakis,Kalmak P
5/21/17,New York Empire,Montreal Royal,Conor,Kline,Conor Kline,Kline C
5/21/17,New York Empire,Montreal Royal,Tim,Kominos,Tim Kominos,Komino T
5/21/17,New York Empire,Montreal Royal,Matt,Lemar,Matt Lemar,Lemar M
5/21/17,New York Empire,Montreal Royal,Sam,Little,Sam Little,Little S
5/21/17,New York Empire,Montreal Royal,Matt,Stevens,Matt Stevens,Steven M
5/21/17,New York Empire,Montreal Royal,Matt,Wiener,Matt Wiener,Wiener M
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Patrick,Baylis,Patrick Baylis,Patrick Baylis
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Antoine,Davis,Antoine Davis,Antoine Davis
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Lior,Givol,Lior Givol,Lior Givol
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Andrew,Hagen,Andrew Hagen,Andrew Hagen
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Sam,Kanner,Sam Kanner,Sam Kanner
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Cody,Kirkland,Cody Kirkland,Cody Kirkland
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Justin,Lim,Justin Lim,Justin Lim
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Grant,Lindsley,Grant Lindsley,Grant Lindsley
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Brett,Petersen,Brett Petersen,Brett Petersen
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Cassidy,Rasmussen,Cassidy Rasmussen,Cassidy Rasmussen
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Marcelo,Sanchez,Marcelo Sanchez,Marcelo Sanchez
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Joel,Schlachet,Joel Schlachet,Joel Schlachet
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Michael,Spear,Michael Spear,Michael Spear
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Sawyer,Thompson,Sawyer Thompson,Sawyer Thompson
5/21/17,San Francisco Flamethrowers,Vancouver Riptide,Vincenzo,Vitiello,Vincenzo Vitiello,Vincenzo Vitiello
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Ty,Barbieri,Ty Barbieri,Ty B
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Ted,Chu,Ted Chu,Ted Chu
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Alex,Davis,Alex Davis,Davis
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Jordan,Dhillon,Jordan Dhillon,Jordan D
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Peter,Galbraith,Peter Galbraith,Peter G
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Brayden,Gee,Brayden Gee,Brayden
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Morgan,Hibbert,Morgan Hibbert,Morgan
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Levi,Jeske,Levi Jeske,Levi
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Trevor,Knechtel,Trevor Knechtel,Trevor
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Fred,Lam,Fred Lam,Fred
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Yi-Min,Lin,Yi-Min Lin,Yi-Min
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Kevin,Lore,Kevin Lore,KLore
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Greg,Moore,Greg Moore,Moore
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Ari,Nitikman,Ari Nitikman,Ari
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Alistair,Robb,Alistair Robb,Alistair
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Anatoly,Vasilyev,Anatoly Vasilyev,Toly
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,William,Vu,William Vu,Will Vu
5/21/17,Vancouver Riptide,San Francisco Flamethrowers,Brendan,Wong,Brendan Wong,Brendo
5/27/17,Atlanta Hustle,Jacksonville Cannons,Parker,Bray,Parker Bray,Parker
5/27/17,Atlanta Hustle,Jacksonville Cannons,JP,Burns,JP Burns,JP Burns
5/27/17,Atlanta Hustle,Jacksonville Cannons,Josh,Bush,Josh Bush,Bush
5/27/17,Atlanta Hustle,Jacksonville Cannons,Sun,Choi,Sun Choi,Sun
5/27/17,Atlanta Hustle,Jacksonville Cannons,Sam,Gainer,Sam Gainer,Gainer
5/27/17,Atlanta Hustle,Jacksonville Cannons,Matthew,Knowles,Matthew Knowles,Knowles
5/27/17,Atlanta Hustle,Jacksonville Cannons,Paul,Lally,Paul Lally,Lally
5/27/17,Atlanta Hustle,Jacksonville Cannons,Allan,Laviolette,Allan Laviolette,Allan L
5/27/17,Atlanta Hustle,Jacksonville Cannons,Max,Leonard,Max Leonard,Leonard
5/27/17,Atlanta Hustle,Jacksonville Cannons,Anders,Olsen,Anders Olsen,A Olsen
5/27/17,Atlanta Hustle,Jacksonville Cannons,Christian,Olsen,Christian Olsen,C Olsen
5/27/17,Atlanta Hustle,Jacksonville Cannons,Sean,Sears,Sean Sears,Sears
5/27/17,Atlanta Hustle,Jacksonville Cannons,Matt,Smith,Matt Smith,M Smith
5/27/17,Atlanta Hustle,Jacksonville Cannons,Daniel,Sperling,Daniel Sperling,Sperling
5/27/17,Atlanta Hustle,Jacksonville Cannons,Trenton,Spinks,Trenton Spinks,Trenton
5/27/17,Atlanta Hustle,Jacksonville Cannons,Karl,Staber,Karl Staber,Staber
5/27/17,Atlanta Hustle,Jacksonville Cannons,Austin,Taylor,Austin Taylor,A Taylor
5/27/17,Atlanta Hustle,Jacksonville Cannons,Josh,Turner,Josh Turner,Thor
5/27/17,Atlanta Hustle,Jacksonville Cannons,Nathan,Vickroy,Nathan Vickroy,Vickroy
5/27/17,Atlanta Hustle,Jacksonville Cannons,Kelvin,Williams,Kelvin Williams,Kelvin
5/27/17,Chicago Wildfire,Madison Radicals,Alex,Champe,Alex Champe,Champe
5/27/17,Chicago Wildfire,Madison Radicals,Michael,Egan,Michael Egan,Egan
5/27/17,Chicago Wildfire,Madison Radicals,Pawel,Janas,Pawel Janas,Janas
5/27/17,Chicago Wildfire,Madison Radicals,Eric,Johnson,Eric Johnson,Johnson
5/27/17,Chicago Wildfire,Madison Radicals,Dan,Miller,Dan Miller,Miller
5/27/17,Chicago Wildfire,Madison Radicals,Judah,Newman,Judah Newman,Newman
5/27/17,Chicago Wildfire,Madison Radicals,CJ,O'Brien,CJ O'Brien,O'Brien
5/27/17,Chicago Wildfire,Madison Radicals,Michael,Pardo,Michael Pardo,Pardo
5/27/17,Chicago Wildfire,Madison Radicals,Neal,Phelps,Neal Phelps,Phelps
5/27/17,Chicago Wildfire,Madison Radicals,Brian,Rathunde,Brian Rathunde,Rathunde
5/27/17,Chicago Wildfire,Madison Radicals,Jimmy,Robin,Jimmy Robin,Robin
5/27/17,Chicago Wildfire,Madison Radicals,Alex,Rummelhart,Alex Rummelhart,Rummel
5/27/17,Chicago Wildfire,Madison Radicals,James,Sykora,James Sykora,Sykora
5/27/17,Chicago Wildfire,Madison Radicals,Max,Trotter,Max Trotter,Trotter
5/27/17,Chicago Wildfire,Madison Radicals,Dan,Vockeroth,Dan Vockeroth,Vock
5/27/17,Chicago Wildfire,Madison Radicals,Jeff,Weis,Jeff Weis,Weis
5/27/17,Chicago Wildfire,Madison Radicals,Dave,Woods,Dave Woods,Woods
5/27/17,Chicago Wildfire,Madison Radicals,Nick,Zeman,Nick Zeman,Zeman
5/27/17,Chicago Wildfire,Madison Radicals,Jeff,Zhao,Jeff Zhao,Zhao
5/27/17,DC Breeze,New York Empire,John,Agan,John Agan,John A
5/27/17,DC Breeze,New York Empire,Austin,Bartenstein,Austin Bartenstein,Austin Bartenstein
5/27/17,DC Breeze,New York Empire,David,Bloodgood,David Bloodgood,David Bloodgood
5/27/17,DC Breeze,New York Empire,Chuck,Cantone,Chuck Cantone,Chuck Cantone
5/27/17,DC Breeze,New York Empire,Delrico,Johnson,Delrico Johnson,Rico J
5/27/17,DC Breeze,New York Empire,Brian,Marshall,Brian Marshall,Brian M
5/27/17,DC Breeze,New York Empire,Matthew,McDonnell,Matthew McDonnell,Rowan M
5/27/17,DC Breeze,New York Empire,Eric,Miner,Eric Miner,Eric Miner
5/27/17,DC Breeze,New York Empire,Keven,Moldenhauer,Keven Moldenhauer,Keven Moldenhauer
5/27/17,DC Breeze,New York Empire,Tyler,Monroe,Tyler Monroe,Tyler M
5/27/17,DC Breeze,New York Empire,Jon,Neeley,Jon Neeley,Jon N
5/27/17,DC Breeze,New York Empire,Zach,Norrbom,Zach Norrbom,Zach N
5/27/17,DC Breeze,New York Empire,Nathan,Prior,Nathan Prior,Nathan P
5/27/17,DC Breeze,New York Empire,Joe,Richards,Joe Richards,Joe Richards
5/27/17,DC Breeze,New York Empire,David,Shields,David Shields,David S
5/27/17,DC Breeze,New York Empire,Markham,Shofner,Markham Shofner,Markha S
5/27/17,DC Breeze,New York Empire,Ryan,Swift,Ryan Swift,Ryan S
5/27/17,DC Breeze,New York Empire,Marcus,Thaw,Marcus Thaw,Marcus T
5/27/17,DC Breeze,New York Empire,John,Walden,John Walden,John Walden
5/27/17,DC Breeze,New York Empire,Jeff,Wodatch,Jeff Wodatch,Jeff W
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Griffin,Binkley,Griffin Binkley,Griffin Binkley
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Jeff,Brauning,Jeff Brauning,Jeff Brauning
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Kristopher,Coley,Kristopher Coley,Kristopher Coley
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Michael,Dagher-Margosia,Michael Dagher-Margosia,Michael Dagher-Margosian
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Anthony,Davis,Anthony Davis,Anthony Davis
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Aaron,del Real,Aaron del Real,Aaron Del Real
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Dan,Donovan,Dan Donovan,Dan Donovan
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Austin,Engel,Austin Engel,Austin Engel
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Gary,Grant,Gary Grant,Gary Grant
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Cory,Green,Cory Green,Cory Green
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Danny,Hunt,Danny Hunt,Danny Hunt
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Alex,Kapiamba,Alex Kapiamba,Alex Kapiamba
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Xavier,Klena,Xavier Klena,Xavier Klena
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Erik,Lindberg,Erik Lindberg,Erik Lindberg
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Josh,Lyder,Josh Lyder,Josh Lyder
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Ryan,Mariouw,Ryan Mariouw,Ryan Mariouw
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Adnan,Raslan,Adnan Raslan,Adnan Raslan
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Daniel,Sluka,Daniel Sluka,Daniel Sluka
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Mark,Whitton,Mark Whitton,Mark Whitton
5/27/17,Detroit Mechanix,Pittsburgh Thunderbirds,Dan,Young,Dan Young,Dan Young
5/27/17,Jacksonville Cannons,Atlanta Hustle,Alex,Bullock,Alex Bullock,Alex Bullock
5/27/17,Jacksonville Cannons,Atlanta Hustle,Andrew,Carleton,Andrew Carleton,Andrew Carleton
5/27/17,Jacksonville Cannons,Atlanta Hustle,Travis,Catron,Travis Catron,Catron
5/27/17,Jacksonville Cannons,Atlanta Hustle,Ryan,Chard,Ryan Chard,Chard
5/27/17,Jacksonville Cannons,Atlanta Hustle,CJ,Clarke,CJ Clarke,CJ Clarke
5/27/17,Jacksonville Cannons,Atlanta Hustle,Michael,Fairley,Michael Fairley,Fairley
5/27/17,Jacksonville Cannons,Atlanta Hustle,Chris,Gibson,Chris Gibson,Gibson
5/27/17,Jacksonville Cannons,Atlanta Hustle,Jordan,Huston,Jordan Huston,Jordan Huston
5/27/17,Jacksonville Cannons,Atlanta Hustle,James,Koerner,James Koerner,James Koerner
5/27/17,Jacksonville Cannons,Atlanta Hustle,Tyler,Kunsa,Tyler Kunsa,Tyler Kunsa
5/27/17,Jacksonville Cannons,Atlanta Hustle,Jeremy,Langdon,Jeremy Langdon,Langdon
5/27/17,Jacksonville Cannons,Atlanta Hustle,Bobby,Ley,Bobby Ley,Ley
5/27/17,Jacksonville Cannons,Atlanta Hustle,Andrew,McKelvey,Andrew McKelvey,McKelvey
5/27/17,Jacksonville Cannons,Atlanta Hustle,Brandon,Perales,Brandon Perales,Perales
5/27/17,Jacksonville Cannons,Atlanta Hustle,Jakeem,Polk,Jakeem Polk,Polk
5/27/17,Jacksonville Cannons,Atlanta Hustle,Andrew,Roney,Andrew Roney,Andrew Roney
5/27/17,Jacksonville Cannons,Atlanta Hustle,Adam,Russell,Adam Russell,Russell
5/27/17,Jacksonville Cannons,Atlanta Hustle,Mark,Schimmel,Mark Schimmel,Schimmel
5/27/17,Jacksonville Cannons,Atlanta Hustle,Bradley,Seuntjens,Bradley Seuntjens,Seuntjen
5/27/17,Jacksonville Cannons,Atlanta Hustle,Cole,Sullivan,Cole Sullivan,Cole Sullivan
5/27/17,Los Angeles Aviators,San Diego Growlers,Jacob,Bartholomew,Jacob Bartholomew,Bartholo
5/27/17,Los Angeles Aviators,San Diego Growlers,Timothy,Beatty,Timothy Beatty,Beatty
5/27/17,Los Angeles Aviators,San Diego Growlers,Tom,Doi,Tom Doi,Doi T
5/27/17,Los Angeles Aviators,San Diego Growlers,Mark,Elbogen,Mark Elbogen,Elbogen
5/27/17,Los Angeles Aviators,San Diego Growlers,Caleb,Ferguson,Caleb Ferguson,Ferguson
5/27/17,Los Angeles Aviators,San Diego Growlers,Eli,Friedman,Eli Friedman,Friedman
5/27/17,Los Angeles Aviators,San Diego Growlers,Brent,George,Brent George,George B
5/27/17,Los Angeles Aviators,San Diego Growlers,Michael,Kiyoi,Michael Kiyoi,Kiyoi
5/27/17,Los Angeles Aviators,San Diego Growlers,Andrew,Kohl,Andrew Kohl,Kohl A
5/27/17,Los Angeles Aviators,San Diego Growlers,Allen,Lai,Allen Lai,Lai A
5/27/17,Los Angeles Aviators,San Diego Growlers,Eric,Lissner,Eric Lissner,Lissner
5/27/17,Los Angeles Aviators,San Diego Growlers,Sean,McDougall,Sean McDougall,McDougal
5/27/17,Los Angeles Aviators,San Diego Growlers,Bryan,Nguyen,Bryan Nguyen,Nguyen B
5/27/17,Los Angeles Aviators,San Diego Growlers,Nate,Ransom,Nate Ransom,Ransom N
5/27/17,Los Angeles Aviators,San Diego Growlers,Zac,Schakner,Zac Schakner,Schakner
5/27/17,Los Angeles Aviators,San Diego Growlers,Brandon,Severson,Brandon Severson,Severson
5/27/17,Los Angeles Aviators,San Diego Growlers,Mitchell,Steiner,Mitchell Steiner,Steiner
5/27/17,Los Angeles Aviators,San Diego Growlers,Zach,Theodore,Zach Theodore,Theodore
5/27/17,Los Angeles Aviators,San Diego Growlers,Matt,Theologidy,Matt Theologidy,Theologi
5/27/17,Los Angeles Aviators,San Diego Growlers,Aaron,Weaver,Aaron Weaver,Weaver A
5/27/17,Madison Radicals,Chicago Wildfire,Kevin,Brown,Kevin Brown,K Brown
5/27/17,Madison Radicals,Chicago Wildfire,Colin,Camp,Colin Camp,Camp
5/27/17,Madison Radicals,Chicago Wildfire,Thomas,Coolidge,Thomas Coolidge,Coolidge
5/27/17,Madison Radicals,Chicago Wildfire,Bill,Everhart,Bill Everhart,Everhart
5/27/17,Madison Radicals,Chicago Wildfire,Peter,Graffy,Peter Graffy,Graffy
5/27/17,Madison Radicals,Chicago Wildfire,Brian,Hart,Brian Hart,Hart
5/27/17,Madison Radicals,Chicago Wildfire,Sterling,Knoche,Sterling Knoche,Knoche
5/27/17,Madison Radicals,Chicago Wildfire,Victor,Luo,Victor Luo,Luo
5/27/17,Madison Radicals,Chicago Wildfire,Chase,Marty,Chase Marty,Marty
5/27/17,Madison Radicals,Chicago Wildfire,Marquis,Mason,Marquis Mason,Mason
5/27/17,Madison Radicals,Chicago Wildfire,David,Meinecke,David Meinecke,Buddy
5/27/17,Madison Radicals,Chicago Wildfire,Andrew,Meshnick,Andrew Meshnick,Meshnick
5/27/17,Madison Radicals,Chicago Wildfire,Ben,Nelson,Ben Nelson,Nelson
5/27/17,Madison Radicals,Chicago Wildfire,Kevin,Pettit-Scantling,Kevin Pettit-Scantling,KPS
5/27/17,Madison Radicals,Chicago Wildfire,Scott,Richgels,Scott Richgels,Richgels
5/27/17,Madison Radicals,Chicago Wildfire,Pat,Shriwise,Pat Shriwise,Shriwise
5/27/17,Madison Radicals,Chicago Wildfire,Nate,Thibedeau,Nate Thibedeau,Thib
5/27/17,Madison Radicals,Chicago Wildfire,Joshua,Wilson,Joshua Wilson,Jdub
5/27/17,Madison Radicals,Chicago Wildfire,Dave,Wiseman,Dave Wiseman,Wiseman
5/27/17,New York Empire,DC Breeze,Josh,Alorro,Josh Alorro,Alorro J
5/27/17,New York Empire,DC Breeze,Matt,Auletta,Matt Auletta,Aulett M
5/27/17,New York Empire,DC Breeze,Jeff,Babbitt,Jeff Babbitt,Babbit J
5/27/17,New York Empire,DC Breeze,Taylor,Brooks,Taylor Brooks,Brooks T
5/27/17,New York Empire,DC Breeze,Isaiah,Bryant,Isaiah Bryant,Bryant I
5/27/17,New York Empire,DC Breeze,Mike,Drost,Mike Drost,Drost M
5/27/17,New York Empire,DC Breeze,Ryan,Drost,Ryan Drost,Drost R
5/27/17,New York Empire,DC Breeze,Harper,Garvey,Harper Garvey,Garvey H
5/27/17,New York Empire,DC Breeze,Ian,Guerin,Ian Guerin,Guerin I
5/27/17,New York Empire,DC Breeze,Sean,Keegan,Sean Keegan,Keegan S
5/27/17,New York Empire,DC Breeze,Conor,Kline,Conor Kline,Kline C
5/27/17,New York Empire,DC Breeze,Chris,Kocher,Chris Kocher,Kocher C
5/27/17,New York Empire,DC Breeze,Tim,Kominos,Tim Kominos,Komino T
5/27/17,New York Empire,DC Breeze,Matt,Lemar,Matt Lemar,Lemar M
5/27/17,New York Empire,DC Breeze,Matt,Stevens,Matt Stevens,Steven M
