year,team,opponent,date,game,Assists,Hockey Assists,Throws,Throwaways,Turnovers,Completions,Catches,Goals,Drops,Blocks,Stalls,Callahans,Callahans Thrown,O Points Played,O Possessions Played,D Points Played,D Possessions Played,Holds,Breaks,Games Played,Opponent Possessions Played (O-Line),Opponent Possessions Played (D-Line),O Points Lost,D Points Lost,Points Won,Points Played,Possessions Played,Completion Rate,Throwaway Rate,Assist Rate,Goal Rate,Hold Rate,Break Rate,Scoring Efficiency,O-line Scoring Efficiency,D-line Scoring Efficiency,O-line Takeaway Efficiency,D-line Takeaway Efficiency
2014,DC Breeze,Philadelphia Phoenix,2014-05-03,DC Breeze_Philadelphia Phoenix_2014-05-03,30,29,316,21,24,293,293,30,2,14,1,0,0,24,36,32,20,19,11,1,16,40,2,20,30,56,56,0.9272151898734177,0.06645569620253164,0.0949367088607595,0.10238907849829351,0.7916666666666666,0.34375,0.5357142857142857,0.5277777777777778,0.55,0.875,0.5
2014,DC Breeze,Philadelphia Phoenix,2014-05-04,DC Breeze_Philadelphia Phoenix_2014-05-04,28,22,248,18,24,225,225,28,5,13,1,0,0,19,30,28,23,16,12,1,14,39,3,16,28,47,53,0.907258064516129,0.07258064516129033,0.11290322580645161,0.12444444444444444,0.8421052631578947,0.42857142857142855,0.5283018867924528,0.5333333333333333,0.5217391304347826,0.7857142857142857,0.5897435897435898
2014,DC Breeze,Philadelphia Phoenix,2014-05-18,DC Breeze_Philadelphia Phoenix_2014-05-18,25,20,192,17,19,173,173,25,2,9,0,0,0,22,25,25,19,16,9,1,9,35,6,15,25,47,44,0.9010416666666666,0.08854166666666667,0.13020833333333334,0.14450867052023122,0.7272727272727273,0.36,0.5681818181818182,0.64,0.47368421052631576,0.33333333333333337,0.5714285714285714
2014,DC Breeze,Philadelphia Phoenix,2014-07-06,DC Breeze_Philadelphia Phoenix_2014-07-06,25,19,239,19,21,218,218,25,2,12,0,0,0,21,32,27,14,15,10,1,16,31,4,16,25,48,46,0.9121338912133892,0.0794979079497908,0.10460251046025104,0.11467889908256881,0.7142857142857143,0.37037037037037035,0.5434782608695652,0.46875,0.7142857142857143,0.75,0.4838709677419355
2014,DC Breeze,Rochester Dragons,2014-04-27,DC Breeze_Rochester Dragons_2014-04-27,30,27,295,15,19,276,276,30,4,18,0,0,0,24,30,32,21,19,11,1,9,41,3,19,30,56,51,0.9355932203389831,0.05084745762711865,0.1016949152542373,0.10869565217391304,0.7916666666666666,0.34375,0.5882352941176471,0.6333333333333333,0.5238095238095238,0.6666666666666667,0.5365853658536586
2014,DC Breeze,Rochester Dragons,2014-05-25,DC Breeze_Rochester Dragons_2014-05-25,26,25,297,18,25,274,274,26,5,19,2,0,0,22,30,28,22,18,8,1,12,40,4,17,26,50,52,0.9225589225589226,0.06060606060606061,0.08754208754208755,0.0948905109489051,0.8181818181818182,0.2857142857142857,0.5,0.6,0.36363636363636365,0.6666666666666667,0.575
2014,DC Breeze,Toronto Rush,2014-04-12,DC Breeze_Toronto Rush_2014-04-12,19,14,188,19,19,169,169,19,0,5,0,0,0,20,27,19,11,14,5,1,13,25,6,14,19,39,38,0.898936170212766,0.10106382978723404,0.10106382978723404,0.11242603550295859,0.7,0.2631578947368421,0.5,0.5185185185185185,0.45454545454545453,0.5384615384615384,0.43999999999999995
2014,DC Breeze,Toronto Rush,2014-05-24,DC Breeze_Toronto Rush_2014-05-24,17,16,347,23,29,320,320,17,4,10,2,0,0,29,36,19,12,11,6,1,22,25,15,12,17,48,48,0.9221902017291066,0.06628242074927954,0.04899135446685879,0.053125,0.3793103448275862,0.3157894736842105,0.3541666666666667,0.3055555555555556,0.5,0.31818181818181823,0.52
2014,DC Breeze,Toronto Rush,2014-07-19,DC Breeze_Toronto Rush_2014-07-19,12,10,282,29,40,243,243,12,10,5,1,0,0,39,48,14,4,11,1,1,34,17,25,12,12,53,52,0.8617021276595744,0.10283687943262411,0.0425531914893617,0.04938271604938271,0.28205128205128205,0.07142857142857142,0.23076923076923078,0.22916666666666666,0.25,0.2647058823529411,0.2941176470588235
2014,Detroit Mechanix,Chicago Wildfire,2014-05-03,Detroit Mechanix_Chicago Wildfire_2014-05-03,9,7,213,37,55,159,159,9,17,20,1,0,0,19,48,11,16,9,0,1,39,27,9,9,9,30,64,0.7464788732394366,0.17370892018779344,0.04225352112676056,0.05660377358490566,0.47368421052631576,0.0,0.140625,0.1875,0.0,0.7692307692307692,0.6666666666666667
2014,Detroit Mechanix,Chicago Wildfire,2014-05-31,Detroit Mechanix_Chicago Wildfire_2014-05-31,17,17,304,27,34,270,270,17,7,15,0,0,0,32,50,18,2,17,0,1,32,20,14,17,17,50,52,0.8881578947368421,0.08881578947368421,0.05592105263157895,0.06296296296296296,0.53125,0.0,0.3269230769230769,0.34,0.0,0.5625,0.15000000000000002
2014,Detroit Mechanix,Chicago Wildfire,2014-06-07,Detroit Mechanix_Chicago Wildfire_2014-06-07,13,11,296,25,32,264,264,13,7,10,0,0,0,22,29,15,16,10,3,1,19,27,11,9,13,37,45,0.8918918918918919,0.08445945945945946,0.04391891891891892,0.04924242424242424,0.45454545454545453,0.2,0.28888888888888886,0.3448275862068966,0.1875,0.42105263157894735,0.6666666666666667
2014,Detroit Mechanix,Cincinnati Revolution,2014-05-02,Detroit Mechanix_Cincinnati Revolution_2014-05-02,13,12,303,31,36,267,267,13,5,17,0,0,0,26,42,15,8,9,4,1,30,19,14,11,13,41,50,0.8811881188118812,0.10231023102310231,0.0429042904290429,0.04868913857677903,0.34615384615384615,0.26666666666666666,0.26,0.21428571428571427,0.5,0.5333333333333333,0.42105263157894735
2014,Detroit Mechanix,Cincinnati Revolution,2014-05-10,Detroit Mechanix_Cincinnati Revolution_2014-05-10,15,10,177,27,36,141,141,15,9,12,0,0,0,20,34,17,17,11,4,1,23,30,7,13,15,37,51,0.7966101694915254,0.15254237288135594,0.0847457627118644,0.10638297872340426,0.55,0.23529411764705882,0.29411764705882354,0.3235294117647059,0.23529411764705882,0.6956521739130435,0.5666666666666667
2014,Detroit Mechanix,Cincinnati Revolution,2014-07-05,Detroit Mechanix_Cincinnati Revolution_2014-07-05,20,0,50,22,29,21,21,20,7,17,0,0,0,25,38,21,11,17,3,1,21,29,8,16,20,46,49,0.42,0.44,0.4,0.9523809523809523,0.68,0.14285714285714285,0.40816326530612246,0.4473684210526316,0.2727272727272727,0.6190476190476191,0.4482758620689655
2014,Detroit Mechanix,Indianapolis AlleyCats,2014-04-26,Detroit Mechanix_Indianapolis AlleyCats_2014-04-26,16,13,260,30,41,219,219,16,11,21,0,0,0,23,42,18,16,12,4,1,29,30,9,13,16,41,58,0.8423076923076923,0.11538461538461539,0.06153846153846154,0.0730593607305936,0.5217391304347826,0.2222222222222222,0.27586206896551724,0.2857142857142857,0.25,0.6896551724137931,0.5666666666666667
2014,Detroit Mechanix,Indianapolis AlleyCats,2014-05-17,Detroit Mechanix_Indianapolis AlleyCats_2014-05-17,22,21,293,28,30,263,263,22,2,16,0,0,0,30,42,24,10,20,2,1,22,32,9,21,22,54,52,0.8976109215017065,0.09556313993174062,0.07508532423208192,0.08365019011406843,0.6666666666666666,0.08333333333333333,0.4230769230769231,0.47619047619047616,0.2,0.5909090909090908,0.34375
2014,Detroit Mechanix,Indianapolis AlleyCats,2014-07-04,Detroit Mechanix_Indianapolis AlleyCats_2014-07-04,19,19,303,24,32,272,272,19,7,7,1,0,0,29,41,21,10,14,5,1,27,26,14,13,19,50,51,0.8976897689768977,0.07920792079207921,0.0627062706270627,0.06985294117647059,0.4827586206896552,0.23809523809523808,0.37254901960784315,0.34146341463414637,0.5,0.4814814814814815,0.5
2014,Detroit Mechanix,Madison Radicals,2014-04-19,Detroit Mechanix_Madison Radicals_2014-04-19,9,8,329,35,43,286,286,9,8,8,0,0,0,34,45,11,8,8,1,1,35,18,24,10,9,45,53,0.8693009118541033,0.10638297872340426,0.02735562310030395,0.03146853146853147,0.23529411764705882,0.09090909090909091,0.16981132075471697,0.17777777777777778,0.125,0.3142857142857143,0.4444444444444444
2014,Detroit Mechanix,Madison Radicals,2014-06-28,Detroit Mechanix_Madison Radicals_2014-06-28,9,6,209,39,47,162,162,9,8,10,0,0,0,28,48,11,8,7,2,1,41,17,20,8,9,39,56,0.7751196172248804,0.18660287081339713,0.0430622009569378,0.05555555555555555,0.25,0.18181818181818182,0.16071428571428573,0.14583333333333334,0.25,0.5121951219512195,0.5294117647058824
2014,Detroit Mechanix,Minnesota Wind Chill,2014-04-12,Detroit Mechanix_Minnesota Wind Chill_2014-04-12,21,20,294,16,26,268,268,21,10,9,0,0,0,32,40,23,8,17,4,1,21,27,12,18,21,55,48,0.9115646258503401,0.05442176870748299,0.07142857142857142,0.07835820895522388,0.53125,0.17391304347826086,0.4375,0.425,0.5,0.4285714285714286,0.33333333333333337
2014,Detroit Mechanix,Minnesota Wind Chill,2014-05-25,Detroit Mechanix_Minnesota Wind Chill_2014-05-25,18,17,306,28,34,272,272,18,6,9,0,0,0,31,36,20,17,15,3,1,21,33,15,14,18,51,53,0.8888888888888888,0.0915032679738562,0.058823529411764705,0.0661764705882353,0.4838709677419355,0.15,0.33962264150943394,0.4166666666666667,0.17647058823529413,0.2857142857142857,0.5757575757575757
2014,Detroit Mechanix,Minnesota Wind Chill,2014-06-27,Detroit Mechanix_Minnesota Wind Chill_2014-06-27,16,15,343,36,43,300,300,16,7,5,0,0,0,43,52,18,8,13,3,1,38,23,27,15,16,61,60,0.8746355685131195,0.10495626822157435,0.04664723032069971,0.05333333333333334,0.3023255813953488,0.16666666666666666,0.26666666666666666,0.25,0.375,0.2894736842105263,0.34782608695652173
2014,Indianapolis AlleyCats,Chicago Wildfire,2014-04-19,Indianapolis AlleyCats_Chicago Wildfire_2014-04-19,25,24,258,11,15,243,243,25,4,15,0,0,0,20,23,27,17,16,9,1,6,35,2,17,25,47,40,0.9418604651162791,0.04263565891472868,0.09689922480620156,0.102880658436214,0.8,0.3333333333333333,0.625,0.6956521739130435,0.5294117647058824,0.6666666666666667,0.5142857142857142
2014,Indianapolis AlleyCats,Chicago Wildfire,2014-05-09,Indianapolis AlleyCats_Chicago Wildfire_2014-05-09,19,15,283,20,37,246,246,19,17,15,0,0,0,21,35,22,21,12,7,1,23,35,8,12,19,43,56,0.8692579505300353,0.0706713780918728,0.06713780918727916,0.07723577235772358,0.5714285714285714,0.3181818181818182,0.3392857142857143,0.34285714285714286,0.3333333333333333,0.6521739130434783,0.6571428571428571
2014,Indianapolis AlleyCats,Cincinnati Revolution,2014-05-16,Indianapolis AlleyCats_Cincinnati Revolution_2014-05-16,24,23,325,16,24,301,301,24,8,17,0,0,0,22,27,26,23,17,7,1,8,41,3,17,24,48,50,0.9261538461538461,0.04923076923076923,0.07384615384615385,0.07973421926910298,0.7727272727272727,0.2692307692307692,0.48,0.6296296296296297,0.30434782608695654,0.625,0.5853658536585367
2014,Indianapolis AlleyCats,Cincinnati Revolution,2014-06-21,Indianapolis AlleyCats_Cincinnati Revolution_2014-06-21,23,15,243,16,18,225,225,23,2,5,0,0,0,24,29,25,12,16,7,1,12,30,6,16,23,49,41,0.9259259259259259,0.06584362139917696,0.09465020576131687,0.10222222222222223,0.6666666666666666,0.28,0.5609756097560976,0.5517241379310345,0.5833333333333334,0.5,0.4666666666666667
2014,Indianapolis AlleyCats,Cincinnati Revolution,2014-06-27,Indianapolis AlleyCats_Cincinnati Revolution_2014-06-27,29,26,251,12,16,235,235,29,4,18,0,0,0,17,20,31,25,16,13,1,4,42,0,15,29,48,45,0.9362549800796812,0.04780876494023904,0.11553784860557768,0.12340425531914893,0.9411764705882353,0.41935483870967744,0.6444444444444445,0.8,0.52,1.0,0.6428571428571428
2014,Indianapolis AlleyCats,Detroit Mechanix,2014-04-26,Indianapolis AlleyCats_Detroit Mechanix_2014-04-26,22,18,288,29,37,251,251,22,8,17,0,0,0,18,29,24,30,13,9,1,16,44,4,12,22,42,59,0.8715277777777778,0.10069444444444445,0.0763888888888889,0.08764940239043825,0.7222222222222222,0.375,0.3728813559322034,0.4482758620689655,0.3,0.75,0.7272727272727273
2014,Indianapolis AlleyCats,Detroit Mechanix,2014-05-17,Indianapolis AlleyCats_Detroit Mechanix_2014-05-17,30,26,263,18,21,242,242,30,3,27,0,0,0,24,30,31,21,20,10,1,9,41,2,20,30,55,51,0.9201520912547528,0.06844106463878327,0.11406844106463879,0.12396694214876033,0.8333333333333334,0.3225806451612903,0.5882352941176471,0.6666666666666666,0.47619047619047616,0.7777777777777778,0.5121951219512195
2014,Indianapolis AlleyCats,Detroit Mechanix,2014-07-04,Indianapolis AlleyCats_Detroit Mechanix_2014-07-04,27,24,260,21,24,236,236,27,3,14,0,0,0,20,25,29,27,13,14,1,10,41,5,14,27,49,52,0.9076923076923077,0.08076923076923077,0.10384615384615385,0.11440677966101695,0.65,0.4827586206896552,0.5192307692307693,0.52,0.5185185185185185,0.5,0.6585365853658536
2014,Indianapolis AlleyCats,Madison Radicals,2014-04-13,Indianapolis AlleyCats_Madison Radicals_2014-04-13,21,14,238,25,28,210,210,21,3,15,0,0,0,28,40,23,9,19,2,1,20,30,8,18,21,51,49,0.8823529411764706,0.10504201680672269,0.08823529411764706,0.1,0.6785714285714286,0.08695652173913043,0.42857142857142855,0.475,0.2222222222222222,0.6,0.4
2014,Indianapolis AlleyCats,Madison Radicals,2014-05-03,Indianapolis AlleyCats_Madison Radicals_2014-05-03,18,15,268,22,32,236,236,18,10,11,0,0,0,29,43,19,7,16,2,1,26,24,10,17,18,48,50,0.8805970149253731,0.08208955223880597,0.06716417910447761,0.07627118644067797,0.5517241379310345,0.10526315789473684,0.36,0.37209302325581395,0.2857142857142857,0.6153846153846154,0.29166666666666663
